TransactionID,SaleDate,ItemTitle,SalePrice,SalesChannel,Country,Quantity,Brand,Category,SaleYear,SaleMonth
2074,2024-03-13,NEW Goyard Sac Anjou PM In Green Reversible Special Heart Limited Edition,3285.0,Organic,United States,1,Goyard,Other,2024,March
2073,2024-03-13,Hermes Mystere Au 24 Silk Scarf 90 in Orange/Blanc BNIB SS24,399.0,Organic,United States,1,Hermès,Accessories,2024,March
2072,2024-03-13,BNIB Hermes Robe Chemise Noir Black Mosaique Shirt Dress/Cardigan Size 34,1782.0,Organic,United States,1,Hermès,Other,2024,March
2071,2024-03-13,BNIB Hermes Cotton Jersey Embroidered Pocket Straight tshirt in Noir Black sz 36,399.0,Organic,United States,1,Hermès,Other,2024,March
2070,2024-03-13,Chanel 24FW Strass CC Pendant Triple Gold Chain Choker Necklace BNIB,1278.0,Organic,United States,1,Chanel,Jewelry,2024,March
2069,2024-03-12,BNIB 24P Chanel Kelly Shopping Bag Shiny Calfskin & Gold-Tone White Big Size,5399.0,Organic,United States,1,Chanel,Handbag,2024,March
2068,2024-03-11,Hermes Flagships Silk Scarf 90 in Bleu Ciel/vert De Gris BNIB,399.0,Organic,United States,1,Hermès,Accessories,2024,March
2067,2024-03-11,Hermes Robe Inspi Chemise Shirt Dress in Jaune Laiton Cotton Twill Size 38 NEW,882.0,Organic,United States,1,Hermès,Other,2024,March
2066,2024-03-08,BNIB Hermes Super Silk Quest Twilly Rose Vif / Bleu / Vert Amande,169.0,Organic,United States,1,Hermès,Other,2024,March
2065,2024-03-08,BNIB Loro Piana Loafers Summer Charms Suede In Pink Reef Size 38 SOLD OUT,1358.0,Organic,United States,1,Other,Shoes,2024,March
2064,2024-03-07,NEW Chanel Kelly Shopping Bag Gold Tone Metal In Black Micro 24P,3520.0,Organic,United States,1,Chanel,Handbag,2024,March
2063,2024-03-06,BNIB Hermes Splash Park Twilly in Blanc/Orange/Vert De Gris,169.0,Organic,United States,1,Hermès,Other,2024,March
2062,2024-03-06,BNIB Hermes Birkin 25 Gold Togo Gold Hardware 2024 Receipt,23850.0,Organic,United States,1,Hermès,Handbag,2024,March
2061,2024-03-04,Hermes Doudoune “Figure Artistique Courte” Reversible Short Puffer Coat 36 NEW,2880.0,Organic,United States,1,Hermès,Other,2024,March
2060,2024-03-03,Hermes Super Silk Quest Silk Scarf 90 in CV/Creme/Rose/Bleu Multicolore NEW,396.0,Organic,United States,1,Hermès,Accessories,2024,March
2059,2024-03-02,Chanel 22-23 FW Gold Wheat Headband/Choker Necklace/Belt Multifunctional BNIB,2349.0,Organic,United States,1,Chanel,Jewelry,2024,March
2058,2024-03-02,Hermes Reversible Leather Strap 38 mm Belt In Noir/Gold size 85 cm,499.0,Organic,United States,1,Hermès,Accessories,2024,March
2054,2024-03-02,Hermes Costume de Fete Silk Scarf 90 in Rose Poudre / Cyclamen / Jaune BNIB,419.0,Organic,United States,1,Hermès,Accessories,2024,March
2053,2024-03-01,Hermes Flore 60 H Mule Loafers Size 38 In Multicolore/Gold BNIB,990.0,Organic,United States,1,Hermès,Shoes,2024,March
2052,2024-02-29,Chanel denim Jeans Pants CC Logo 23S SOLD OUT Size 40 in Black Charcoal BNIB,2799.0,Organic,United States,1,Chanel,Other,2024,February
2051,2024-02-26,BNIB Hermes Twilly 100% Soie Funny Ice Cream AD/Orange/Creme/Beige,169.0,Organic,United States,1,Hermès,Other,2024,February
2050,2024-02-25,BNIB Hermes Twilly Epaulettes De Gala in Vert Amande/Rose Bonbon,169.0,Organic,United States,1,Hermès,Other,2024,February
2049,2024-02-25,NEW Hermes H D'Ancre 18k Rose Gold Bangle Bracelet SH $9K Retail!!,4400.0,Promoted,United States,1,Hermès,Jewelry,2024,February
2048,2024-02-25,Hermes Kelly 25 Black Epsom Sellier Gold HW Stamp U Complete Original Receipt,23850.0,Organic,United States,1,Hermès,Handbag,2024,February
2047,2024-02-24,NEW Hermes Voitures En Equilibre Cashmere Shawl 140 in Terracotta/Mangue/Vert Am,990.0,Organic,United States,1,Hermès,Other,2024,February
2046,2024-02-24,*BNIB* Hermes Birdy Charm In mauve Sylvestre/bleu France/Gold/Nata/Craie,1430.0,Organic,United States,1,Hermès,Other,2024,February
2045,2024-02-24,BNIB Hermes  giant triangle Shawl Cashmere Arcs-en-ciel Noir/rose Bonbon/jaune,620.0,Organic,United States,1,Hermès,Other,2024,February
2044,2024-02-22,BNIB Hermes Etriers Embroidered Pullover Manches Longues Gris Titane 36 Over 3K,1890.0,Promoted,Germany,1,Hermès,Other,2024,February
2043,2024-02-20,NEW Hermes Tatouages Marins Bandana Cashmere Shawl 140 Kaki Clair/bleu Glacier,990.0,Organic,United States,1,Hermès,Other,2024,February
2042,2024-02-20,Brand New Gucci Wallet On Chain WOC in Nude With Champagne Hardware,699.3,Organic,United States,1,Gucci,Handbag,2024,February
2041,2024-02-20,Hermes Daydream High Top Sneaker in Blanc Size 37,899.0,Organic,Australia,1,Hermès,Other,2024,February
2040,2024-02-19,BNIB Hermes Mini Jupe Knit Brodee Etriers in Gris Titane Size 36,990.0,Organic,Germany,1,Hermès,Other,2024,February
2039,2024-02-18,Hermes Destin Loafer In Blanc (White) With Kelly Buckle 37 BNIB,849.0,Organic,United States,1,Hermès,Handbag,2024,February
2038,2024-02-18,BNIB Hermes Kelly Pocket Long Wallet With Strap Gold Veau Madame Gold HW NEW,5670.0,Organic,United Kingdom,1,Hermès,Handbag,2024,February
2037,2024-02-18,NEW Hermes Chale “Brides de Gala Applique Cashmere Shawl 140 HG/Orange/Blanc/Rou,990.0,Organic,United States,1,Hermès,Other,2024,February
2036,2024-02-18,Hermes Pull Inspi Poncho H Cape Sweater FW 23/24 In Gris Etoupe size 34,1098.0,Organic,United States,1,Hermès,Other,2024,February
2035,2024-02-16,Hermes Costume de Fete Silk Scarf 90 in Mauve / Gris Perle / Boise De Rose BNIB,429.0,Organic,United States,1,Hermès,Accessories,2024,February
2034,2024-02-16,Hermes Harnais De Coeur Silk Scarf 90 in HG/Creme/Marine/Gold BNIB,399.0,Organic,United States,1,Hermès,Accessories,2024,February
2033,2024-02-16,*BNIB* Hermes Rodeo PM Bag Charm Limited Edition So Black Milo Lambskin,585.0,Organic,United States,1,Hermès,Handbag,2024,February
2032,2024-02-15,BNIB HERMES Mystere Au 24 Scarf Silk in Mastic/Rose Poudre SS24,399.0,Organic,United States,1,Hermès,Accessories,2024,February
2031,2024-02-15,BNIB Hermes Kelly 28 Black Sellier Epsom Gold Permabrass Champagne Hw B Stamp,22400.0,Organic,United States,1,Hermès,Handbag,2024,February
2030,2024-02-14,BNIB Hermes Oz Mule Satin in Black Noir Rose Gold Hardware Size 38,864.0,Organic,United States,1,Hermès,Other,2024,February
2029,2024-02-11,BNIB Hermes Hac A Dos PM Sac Backpack Noir Black PHW 2024,11998.0,Promoted,United States,1,Hermès,Other,2024,February
2028,2024-02-11,Hermes Etriers Remix Giant Triangle Shawl 94x188 Ca/Orange/Blanc,699.0,Organic,United States,1,Hermès,Other,2024,February
2027,2024-02-09,BNIB Hermes Medor card holder Noir Black Chevre Chamkila Palladium Closure NEW,990.0,Organic,United States,1,Hermès,Accessories,2024,February
2026,2024-02-07,BNIB Miss Dior Mini Christmas Limited Edition White & Gold Butterfly Embroidery,5995.0,Organic,United States,1,Dior,Other,2024,February
2025,2024-01-31,NEW Chanel Backpack & Star Coin Purse Mirror & Metallic Calfskin Gold Cruise 24C,8998.0,Organic,United States,1,Chanel,Other,2024,January
2024,2024-01-31,"BNIB Hermès H08 watch, 42 mm Bleu Rubber Band Titanium Case Water Resistant",5850.0,Organic,United States,1,Hermès,Watch,2024,January
2023,2024-01-22,BNIB Hermes Kelly 28 Gold Togo Gold HW U Complete with Original Receipt,21550.0,Promoted,Italy,1,Hermès,Handbag,2024,January
2022,2024-01-21,NEW Hermes H D'Ancre 18k Rose Gold Diamond Bangle Bracelet SH  $50K Retail!,18000.0,Promoted,United States,1,Hermès,Jewelry,2024,January
2021,2024-01-21,Hermes Super Silk Quest Silk Scarf 90 in Vert Amande/Rose/Multicolore NEW,396.0,Organic,United States,1,Hermès,Accessories,2024,January
2020,2024-01-21,BNIB Chanel Flap & Star Coin Rectangular Bag Pink Cruise 24C Small/medium Size,7830.0,Organic,Switzerland,1,Chanel,Handbag,2024,January
2019,2024-01-21,BNIB Hermes Oz Mule Shearling Black Noir/Naturel Palladium Hardware Size 37,1647.0,Organic,United States,1,Hermès,Other,2024,January
2018,2024-01-20,BNIB Hermes Medor card holder Noir Black Chevre Chamkila Palladium Closure NEW,990.0,Organic,United States,1,Hermès,Accessories,2024,January
2017,2024-01-20,Hermes Princess Gloves In Bleu De Prusse In Baby goat Skin,649.0,Organic,United States,1,Hermès,Other,2024,January
2016,2024-01-19,"NEW Hermes Kelly Gourmette Bracelet, Large Model Sterling Silver $5K Retail",2583.0,Organic,United States,1,Hermès,Handbag,2024,January
2015,2024-01-19,Hermes Kelly 28 Gold Epsom Sellier Gold Hardware Complete With Original Receipt,20880.0,Organic,United States,1,Hermès,Handbag,2024,January
2014,2024-01-19,BNIB Chanel Flap & Star Coin Rectangular Bag Pink Cruise 24C Small/medium Size,7673.0,Organic,United States,1,Chanel,Handbag,2024,January
2013,2024-01-18,BNIB Hermes Constance To Go Wallet in Bleu Nuit Evercolor Palladium Hardware NEW,7290.0,Organic,United States,1,Hermès,Handbag,2024,January
2012,2024-01-18,Hermes Birkin Bag 30cm Bougainvillea In Ostrich Skin Palladium HW Preowned,19638.0,Organic,United States,1,Hermès,Handbag,2024,January
2011,2024-01-17,NEW Hermes Voitures En Equilibre Cashmere Shawl 140 in Terracotta/Mangue/Vert Am,990.0,Organic,United States,1,Hermès,Other,2024,January
2010,2024-01-16,BNIB Hermes Hac A Box In Rouge Sellier Phone Case With Crossbody Strap ,5030.0,Organic,United States,1,Hermès,Other,2024,January
2009,2024-01-16,BNIB Hermes Kelly To Go Wallet Crossbody Craie Epsom Gold Hardware NEW B Stamp,6930.0,Organic,United States,1,Hermès,Handbag,2024,January
2008,2024-01-15,NIB Hermes Kelly Belt White Blanc Epsom Rose Gold Hardware B $1025 Retail,882.0,Organic,United States,1,Hermès,Handbag,2024,January
2007,2024-01-15,BNIB Hermes Twilly Brides de Gala Applique Pique Rose Poudre / Bleu Dur / Gris,169.0,Organic,United States,1,Hermès,Other,2024,January
2006,2024-01-15,BNIB Hermes GO Mule Suede Goatskin Shearling Brun Fume/Ecru Size 40,1278.0,Organic,Qatar,1,Hermès,Other,2024,January
2005,2024-01-15,BNIB Hermes Constance Mini 18 Etoupe Epsom Gold HW B Mirror,15570.0,Organic,United States,1,Hermès,Handbag,2024,January
2004,2024-01-13,*BNIB* Hermes Womens Chypre Sandals Black Noir Size 37.5 Leather,1098.0,Organic,United States,1,Hermès,Shoes,2024,January
2003,2024-01-10,BNIB HERMES Chevaloscope scarf 90 Silk in Blanc / Bleu / Multicolore,399.0,Organic,United States,1,Hermès,Accessories,2024,January
2001,2024-01-06,HERMES Picotin 18 Clemence Biscuit w/ Gold Hardware U Stamp BNIB,4400.0,Organic,United States,1,Hermès,Other,2024,January
2000,2024-01-06,*BNIB* Hermes Womens Chypre Blanc White Calfskin Size 37,1098.0,Organic,Australia,1,Hermès,Other,2024,January
1999,2024-01-05,Rolex Datejust 31 Stainless/Rose Gold White Roman Dial Oyster Bracelet Watch New,11499.0,Organic,United States,1,Rolex,Watch,2024,January
1998,2024-01-03,NEW Hermes Dressage Tressage Cashmere Shawl 140 in AJ/Marine/Bleu Roy/Gold,990.0,Organic,United States,1,Hermès,Other,2024,January
